"логин";"Договор";"Номер договора";"Текущий статус";"Текущий статус1";"Тарифный план";"Тип договора";"Подключение id"
"ttk131001645";"975193";"131001645";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379627"
"ttk131001661";"975194";"131001661";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2379643"
"ttk131001670";"975196";"131001670";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379645"
"ttk131001676";"975198";"131001676";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379633"
"ttk131001674";"975200";"131001674";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2379649"
"ttk131001682";"975201";"131001682";"Активен";" 0";"Ф/Л Саранск 'ТТК 25', 25Мб, 200 руб.";"ФЛ";"2379651"
"ttk131001675";"975202";"131001675";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379629"
"ttk131001677";"975203";"131001677";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379653"
"ttk131001689";"975204";"131001689";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379655"
"ttk131001678";"975207";"131001678";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2379641"
"ttk131001688";"975211";"131001688";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379663"
"ttk131001691";"975212";"131001691";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379665"
"ttk131001705";"975220";"131001705";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2379677"
"ttk131001700";"975221";"131001700";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379635"
"ttk131001709";"975229";"131001709";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379695"
"ttk131001714";"975232";"131001714";"Активен";" 0";"Ф/Л Саранск ""Экономный"", 60Мб, 250 руб.";"ФЛ";"2379698"
"ttk131001671";"975237";"131001671";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный-650', 25Мб, 650 руб.";"ФЛ";"2379709"
"ttk131001696";"975238";"131001696";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379711"
"ttk131001723";"975240";"131001723";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379715"
"ttk131001727";"975241";"131001727";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379719"
"ttk131001732";"975243";"131001732";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379723"
"ttk131001731";"975244";"131001731";"Закрыт";" 4";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379727"
"ttk131001721";"975247";"131001721";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай_ФА2015' 60Мб, 500 руб. ";"ФЛ";"2379732"
"ttk131001733";"975250";"131001733";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379738"
"ttk131001658";"975251";"131001658";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379740"
"ttk131001681";"975255";"131001681";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378314"
"ttk131001707";"975263";"131001707";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2378322"
"ttk131001736";"975264";"131001736";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2378328"
"ttk131001742";"975265";"131001742";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2378331"
"ttk131001753";"975266";"131001753";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный -150', 30Мб, 350 руб.";"ФЛ";"2378332"
"ttk131001743";"975269";"131001743";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2378335"
"ttk131001755";"975272";"131001755";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379554"
"ttk131001751";"975273";"131001751";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-199', 30Мб, 350 руб.";"ФЛ";"2378337"
"ttk131001768";"975274";"131001768";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2378323"
"ttk131001769";"975275";"131001769";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2378338"
"ttk131001759";"975276";"131001759";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2378339"
"ttk131001761";"975278";"131001761";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378340"
"ttk131001764";"975279";"131001764";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378341"
"ttk131001790";"975284";"131001790";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2378344"
"ttk131001783";"975285";"131001783";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2378345"
"ttk131001354";"975286";"131001354";"Активен";" 0";"Ф/Л Саранск 'ТТК 25', 25Мб, 200 руб.";"ФЛ";"2378346"
"ttk131001773";"975288";"131001773";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378349"
"ttk131001339";"975290";"131001339";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2378350"
"ttk131001784";"975292";"131001784";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-555', 55Мб, 555 руб.";"ФЛ";"2378351"
"ttk131001792";"975295";"131001792";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378353"
"ttk131001797";"975296";"131001797";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378354"
"ttk131001748";"975299";"131001748";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2378357"
"ttk131001762";"975302";"131001762";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2378359"
"ttk131001794";"975305";"131001794";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2378362"
"ttk131001789";"975307";"131001789";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2378364"
"ttk131001776";"975309";"131001776";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2378369"
"ttk131001757";"975311";"131001757";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378370"
"ttk131001812";"975312";"131001812";"Закрыт";" 4";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2378371"
"ttk131001810";"975313";"131001810";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2378372"
"ttk131001801";"975314";"131001801";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-555', 55Мб, 555 руб.";"ФЛ";"2378373"
"ttk131001809";"975320";"131001809";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-199', 30Мб, 350 руб.";"ФЛ";"2378378"
"ttk131001806";"975321";"131001806";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2378379"
"ttk131001807";"975323";"131001807";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2378318"
"ttk131001816";"975325";"131001816";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2378381"
"ttk131001815";"975327";"131001815";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378385"
"ttk131001827";"975332";"131001827";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378389"
"ttk131001826";"975333";"131001826";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2378390"
"13isg_11223344";"966772";"131999999";"Приостановлен системой";" 2";"Ф/Л Саранск ""VIP"", 50Мб, 0 руб.";"ФЛ";"2554921"
"ttk131010799";"973186";"131010799";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2392384"
"ttk131010460";"973434";"131010460";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2373999"
"ttk131000576";"973435";"131000576";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2373985"
"ttk131000588";"973436";"131000588";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2373980"
"ttk131010474";"973506";"131010474";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2374197"
"ttk131005956";"973513";"131005956";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2374184"
"ttk131006457";"973514";"131006457";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2374186"
"ttk131000272";"973882";"131000272";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2378081"
"ttk131000002";"973883";"131000002";"Активен";" 0";"Ю/Л Саранск PPPoE Оптимальный 4Мб/с (0р.)";"ФЛ";"2407380"
"ttk131000276";"973886";"131000276";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2378084"
"ttk131000277";"973887";"131000277";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378085"
"ttk131000280";"973888";"131000280";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2378086"
"ttk131000278";"973890";"131000278";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2422159"
"ttk131000281";"973891";"131000281";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378087"
"ttk131000282";"973893";"131000282";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378089"
"ttk131000285";"973894";"131000285";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2378090"
"ttk131000289";"973895";"131000289";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2378091"
"ttk131000290";"973896";"131000290";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2378092"
"ttk131000086";"973897";"131000086";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2378093"
"ttk131000294";"973903";"131000294";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2378097"
"ttk131000295";"973904";"131000295";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2378098"
"ttk131000296";"973905";"131000296";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2378099"
"ttk131000298";"973908";"131000298";"Приостановлен системой";" 2";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2378102"
"ttk131000299";"973910";"131000299";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2378103"
"ttk131000300";"973911";"131000300";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2378104"
"ttk131000301";"973912";"131000301";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2378105"
"ttk131000302";"973914";"131000302";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2377760"
"ttk131000303";"973917";"131000303";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2377572"
"ttk131000305";"973919";"131000305";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2378106"
"ttk131008564";"973921";"131008564";"Активен";" 0";"Ф/Л Саранск ""VIP"", 50Мб, 0 руб.";"ФЛ";"2525851"
"ttk131000308";"973923";"131000308";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2378108"
"ttk131000309";"973924";"131000309";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2378109"
"ttk131000311";"973925";"131000311";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378110"
"ttk131000312";"973926";"131000312";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378111"
"ttk131000314";"973928";"131000314";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378114"
"ttk131000317";"973929";"131000317";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2377711"
"ttk131000318";"973930";"131000318";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378115"
"ttk131000320";"973933";"131000320";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2403026"
"ttk131000321";"973934";"131000321";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2378116"
"ttk131000322";"973935";"131000322";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2378117"
"ttk131000323";"973940";"131000323";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378120"
"ttk131000327";"973946";"131000327";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2378128"
"ttk131000328";"973948";"131000328";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2378129"
"ttk131000329";"973949";"131000329";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2378130"
"haikina";"973950";"haikina";"Активен";" 0";"Ф/Л Саранск ""VIP"", 50Мб, 0 руб.";"ФЛ";"2525835"
"ttk131000331";"973951";"131000331";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2378132"
"ttk131000332";"973954";"131000332";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378136"
"ttk131000335";"973961";"131000335";"Закрыт";" 4";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2378149"
"ttk131000587";"973962";"131000587";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2378150"
"ttk131000340";"973965";"131000340";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2378156"
"ttk131000342";"973967";"131000342";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2428904"
"ttk131000343";"973968";"131000343";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2378161"
"ttk131000346";"973975";"131000346";"Приостановлен системой";" 2";"Ф/Л Саранск 'Бумбокс-199', 30Мб, 350 руб.";"ФЛ";"2378167"
"ttk131000348";"973978";"131000348";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2378175"
"ttk131000349";"973979";"131000349";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2378176"
